,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements
105,oFbMY2ok ,16,9,9,44,0,19,Female,Single,"[0, 1, 8, 13, 6, 10]","[2, 1, 3, 3, 3, 3, 2, 2, 2, 2, 0, 0, 1, 2, 1, 3]","[array([5, 7, 5, 2, 2, 6]), array([6, 7, 6, 1, 1, 6]), array([5, 5, 6, 2, 1, 6]), array([5, 5, 6, 2, 2, 6]), array([5, 5, 7, 2, 3, 7]), array([6, 7, 6, 1, 2, 7]), array([3, 4, 4, 1, 1, 4]), array([5, 7, 5, 1, 1, 6]), array([4, 6, 5, 1, 1, 5]), array([4, 7, 5, 1, 1, 6])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,I think how you are feeling say after a good day or bad day does affect how you interact and see yourself ,"['teamplayer', 'helpful', 'thoughtful']","['delayed', 'spontaneous', 'cluttered', 'independent', 'unhelpful']","['delayed', 'independent', 'serious', 'compromising', 'cluttered', 'unhelpful', 'fastpaced', 'conservative', 'spontaneous', 'hardworking', 'influential']",Agree,Agree,Same,No further comments},4.006172839506173,"[0.0, 0.06666666666666667, 0.21666666666666667, 0.3, 1.1333333333333333, 1.25, 2.55, 2.6166666666666667, 2.8666666666666667, 3.6, 3.7333333333333334, 4.083333333333333, 4.45, 4.85, 5.216666666666667, 5.616666666666666, 5.95, 6.616666666666666, 6.9, 7.516666666666667, 7.733333333333333, 7.766666666666667, 8.15, 8.35, 8.666666666666666, 8.866666666666667, 9.333333333333334, 9.383333333333333, 9.416666666666666, 10.05, 10.416666666666666, 10.766666666666667, 10.783333333333333]","['unfriendly / friendly', 'unsuccessful / successful']","[10, 0]",0.5235673853646193,0.09087872157811161,"['unsuccessful / successful', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile']","[13, 6, 8, 10]"
106,yeG6eZ4T ,10,7,7,32,0,23,Female,Single,"[0, 1, 9, 12, 13, 2]","[2, 1, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 3]","[array([1, 7, 3, 5, 3, 2]), array([2, 5, 5, 5, 5, 5]), array([4, 6, 4, 5, 4, 5]), array([5, 6, 5, 6, 5, 5]), array([1, 7, 5, 6, 5, 6]), array([1, 7, 3, 5, 5, 5]), array([3, 2, 3, 3, 4, 5]), array([5, 5, 5, 5, 5, 5]), array([1, 6, 5, 6, 3, 4]), array([1, 7, 4, 6, 5, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['independent', 'opinionated', 'helpful']","['organised', 'unhelpful', 'teamplayer', 'playful', 'compromising']","['punctual', 'organised', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},2.1666666666666665,"[0.0, 0.05, 0.18333333333333332, 0.4, 1.3166666666666667, 1.3666666666666667, 2.8, 2.8666666666666667, 3.2, 3.533333333333333, 3.933333333333333, 4.45, 4.9, 5.283333333333333, 5.566666666666666, 5.866666666666666, 6.183333333333334, 6.6, 6.95, 7.266666666666667, 7.55, 7.566666666666666, 8.0, 8.216666666666667, 8.966666666666667, 9.216666666666667, 10.566666666666666, 10.6, 10.933333333333334, 11.4, 11.95, 12.4, 12.45]","['unsuccessful / successful', 'quiet / talkative']","[2, 12]",-0.42714107148516506,0.0771693449023921,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'quiet / talkative', 'boring / fun', 'unambitious / motivated', 'not confident / confident']",['stubborn / docile'],"[13, 2]"
107,fbUC2Gky ,19,10,10,36,0,26,Female,Single,"[0, 1, 5, 8, 13, 12]","[1, 3, 3, 2, 2, 3, 2, 1, 3, 2, 1, 1, 3, 3, 1, 3]","[array([5, 7, 3, 4, 5, 4]), array([4, 6, 2, 1, 5, 7]), array([6, 6, 1, 3, 4, 4]), array([4, 6, 2, 3, 5, 5]), array([5, 6, 1, 7, 6, 6]), array([3, 6, 1, 2, 4, 4]), array([3, 5, 1, 6, 5, 6]), array([6, 7, 1, 3, 6, 6]), array([5, 7, 1, 3, 4, 4]), array([3, 6, 5, 3, 6, 4])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Worse,I think the grid highlighted some things that I maybe knew deep down but didn't want to acknowledge,"['thoughtful', 'opinionated', 'helpful']","['independent', 'spontaneous', 'compromising', 'unhelpful', 'following']","['punctual', 'organised', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,I would agree with the questionnaire,2.814814814814815,"[0.0, 0.05, 5.5, 5.533333333333333, 8.05, 8.15, 16.1, 16.15, 16.683333333333334, 18.05, 18.233333333333334, 18.95, 31.516666666666666, 34.61666666666667, 35.516666666666666, 36.016666666666666, 36.55, 41.25, 44.25, 44.916666666666664, 45.46666666666667, 45.5, 46.166666666666664, 46.81666666666667, 47.7, 48.06666666666667, 52.8, 52.833333333333336, 52.86666666666667, 54.7, 56.56666666666667, 56.916666666666664, 57.016666666666666]","['boring / fun', 'quiet / talkative']","[12, 0]",0.6286185570937121,0.016305971951487197,"['unsuccessful / successful', 'uncaring / caring', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'not confident / confident']","['selfish / generous', 'quiet / talkative', 'not understanding / understanding']","[5, 8, 13, 12]"
108,xFT9IkX3 ,42,3,3,25,0,23,Female,Single,"[0, 1, 6, 11, 13, 9]","[2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 3]","[array([4, 7, 7, 7, 3, 5]), array([5, 4, 7, 7, 6, 7]), array([5, 7, 6, 7, 3, 6]), array([6, 6, 7, 6, 5, 7]), array([5, 5, 7, 7, 6, 7]), array([5, 5, 7, 6, 2, 7]), array([6, 4, 7, 7, 2, 7]), array([5, 5, 6, 6, 4, 7]), array([6, 7, 7, 7, 7, 7]), array([6, 7, 7, 7, 6, 7])]",Disagree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Disagree,Yes,Same,N/A,"['playful', 'opinionated', 'helpful']","['cluttered', 'compromising', 'unhelpful', 'serious', 'thoughtful']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'liberal', 'thoughtful', 'hardworking']",Disagree,Agree,Better,Agree with results},1.5,"[0.0, 0.1, 0.23333333333333334, 0.3, 1.15, 1.2166666666666666, 2.4166666666666665, 2.4833333333333334, 2.8666666666666667, 3.4833333333333334, 3.7, 4.166666666666667, 4.466666666666667, 4.883333333333334, 5.066666666666666, 5.283333333333333, 5.566666666666666, 5.833333333333333, 6.1, 6.3, 6.433333333333334, 6.466666666666667, 7.066666666666666, 7.3, 7.8, 7.983333333333333, 8.216666666666667, 8.233333333333333, 8.35, 8.716666666666667, 9.266666666666667, 9.55, 9.583333333333334]","['selfish / generous', 'quiet / talkative']","[13, 9]",-0.013152203359467424,-0.04947959989318854,"['unsuccessful / successful', 'selfish / generous', 'stubborn / docile']","['uncaring / caring', 'quiet / talkative', 'boring / fun', 'not understanding / understanding']","[6, 11, 13, 9]"
109,Vdqb635d ,17,8,9,31,0,15,Male,Single,"[0, 1, 3, 11, 7, 8]","[3, 2, 3, 2, 2, 0, 3, 2, 3, 3, 1, 1, 3, 2, 2, 3]","[array([4, 6, 4, 2, 1, 2]), array([5, 7, 7, 5, 3, 4]), array([5, 7, 4, 5, 3, 2]), array([5, 5, 2, 1, 2, 4]), array([4, 4, 3, 3, 2, 2]), array([4, 4, 1, 1, 2, 3]), array([2, 3, 2, 1, 1, 1]), array([6, 7, 2, 4, 4, 5]), array([5, 6, 5, 3, 2, 5]), array([5, 5, 3, 2, 1, 2])]",Strongly agree,Strongly agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,No,Better,I have never really thought about myself in this way so this exercise provided some really interesting insights.,"['organised', 'independent', 'helpful']","['delayed', 'unhelpful', 'cluttered', 'teamplayer', 'conservative']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Better,Really interesting and useful.},1.935185185185185,"[0.0, 0.15, 0.4, 0.6, 2.3833333333333333, 2.433333333333333, 6.25, 6.366666666666666, 6.383333333333334, 7.633333333333334, 8.9, 9.516666666666667, 10.25, 12.2, 12.4, 13.216666666666667, 13.55, 14.316666666666666, 14.483333333333333, 15.4, 15.85, 15.95, 16.35, 16.85, 17.2, 17.5, 17.983333333333334, 18.066666666666666, 18.116666666666667, 18.55, 19.25, 19.716666666666665, 19.733333333333334]","['unfriendly / friendly', 'boring / fun']","[0, 11]",0.791387386719812,0.6846339190854824,"['uncaring / caring', 'selfish / generous']","['unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[3, 11, 7, 8]"
110,zi9EVghz ,14,10,10,27,0,11,Male,Single,"[0, 1, 11, 13, 12, 10]","[1, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[array([4, 7, 5, 5, 5, 4]), array([7, 7, 5, 7, 6, 5]), array([7, 7, 5, 6, 6, 5]), array([7, 7, 7, 6, 7, 6]), array([5, 5, 6, 2, 6, 6]), array([5, 7, 5, 2, 4, 5]), array([7, 3, 3, 2, 6, 5]), array([7, 7, 6, 7, 7, 6]), array([7, 7, 6, 7, 5, 6]), array([5, 7, 6, 6, 6, 5])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,More constructive feedback would be appreciated.,"['influential', 'liberal', 'thoughtful']","['conservative', 'teamplayer', 'spontaneous', 'following', 'compromising']","['delayed', 'organised', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Strongly agree,Better,Na},1.1759259259259258,"[0.0, 0.08333333333333333, 0.23333333333333334, 0.4166666666666667, 1.85, 1.9333333333333333, 4.133333333333334, 4.2, 4.333333333333333, 5.066666666666666, 5.35, 5.966666666666667, 6.383333333333334, 6.933333333333334, 7.366666666666666, 7.75, 8.216666666666667, 8.783333333333333, 9.3, 9.866666666666667, 10.133333333333333, 10.25, 11.316666666666666, 11.616666666666667, 12.1, 12.466666666666667, 13.366666666666667, 13.416666666666666, 13.65, 14.4, 14.966666666666667, 15.25, 15.333333333333334]","['uncaring / caring', 'quiet / talkative']","[11, 1]",-0.09625233113937376,0.22018165841705528,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'quiet / talkative', 'unambitious / motivated']","[11, 10, 13, 12]"
111,5LfucSqu ,18,9,7,29,0,26,Male,Single,"[0, 1, 12, 9, 13, 11]","[3, 2, 3, 3, 2, 3, 2, 1, 3, 3, 1, 3, 0, 1, 2, 2]","[array([5, 7, 6, 3, 5, 6]), array([6, 7, 6, 3, 6, 6]), array([7, 7, 6, 4, 6, 6]), array([7, 7, 7, 4, 6, 6]), array([6, 7, 6, 2, 6, 6]), array([7, 7, 7, 2, 6, 7]), array([6, 4, 3, 4, 6, 5]), array([6, 7, 6, 3, 6, 7]), array([7, 7, 7, 3, 7, 7]), array([5, 7, 6, 3, 6, 6])]",Strongly agree,Agree,Disagree,Disagree,No,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,Extremely interesting to stop and take a look at how you feel and how you are in certain situations. ,"['hardworking', 'punctual', 'teamplayer']","['delayed', 'lazy', 'independent', 'cluttered', 'following']","['delayed', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Disagree,Same,I found that the comment about negative feedback to any of these parts identity leads to distress as something quite obvious. },1.8271604938271604,"[0.0, 0.05, 0.21666666666666667, 0.3, 0.9833333333333333, 1.0666666666666667, 2.2, 2.2666666666666666, 2.45, 3.066666666666667, 3.283333333333333, 3.6666666666666665, 3.9833333333333334, 4.366666666666666, 4.7, 4.966666666666667, 5.233333333333333, 5.55, 5.9, 6.216666666666667, 6.416666666666667, 6.466666666666667, 6.7, 6.9, 7.333333333333333, 7.55, 7.683333333333334, 7.716666666666667, 7.9, 8.383333333333333, 8.616666666666667, 8.983333333333333, 9.033333333333333]","['unambitious / motivated', 'unsuccessful / successful']","[0, 1]",0.08908708063747478,0.24801064958159805,"['unsuccessful / successful', 'stubborn / docile', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated']",[9]
112,KqilujmT ,30,10,10,41,2,27,Male,Married,"[0, 1, 12, 9, 2, 11]","[2, 3, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2]","[array([7, 7, 4, 6, 3, 7]), array([7, 7, 6, 7, 6, 7]), array([6, 6, 6, 6, 5, 6]), array([7, 7, 7, 7, 6, 6]), array([5, 6, 6, 7, 5, 6]), array([6, 6, 6, 7, 5, 6]), array([5, 6, 6, 6, 5, 6]), array([6, 7, 6, 7, 5, 6]), array([7, 6, 7, 7, 6, 7]), array([7, 6, 7, 7, 7, 6])]",Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Strongly agree,Strongly agree,No,Strongly agree,Strongly agree,No,Better,None,"['helpful', 'thoughtful', 'hardworking']","['unhelpful', 'opinionated', 'spontaneous', 'lazy', 'serious']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Better,None},0.5401234567901234,"[0.0, 0.75, 0.8666666666666667, 1.1833333333333333, 3.9833333333333334, 4.066666666666666, 6.216666666666667, 6.283333333333333, 6.683333333333334, 7.55, 8.05, 8.916666666666666, 9.35, 9.65, 10.1, 10.4, 10.733333333333333, 11.45, 11.7, 11.966666666666667, 12.3, 12.4, 12.866666666666667, 13.066666666666666, 13.75, 14.033333333333333, 14.866666666666667, 14.9, 15.283333333333333, 15.733333333333333, 16.3, 16.416666666666668, 16.483333333333334]","['unsuccessful / successful', 'boring / fun']","[9, 2]",0.470437536140385,0.0656216738377899,[],"['unsuccessful / successful', 'quiet / talkative', 'not understanding / understanding']","[12, 2, 9]"
113,A1aqsQDB ,21,8,5,36,0,22,Female,Single,"[0, 1, 5, 2, 4, 3, 7]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 1, 2, 0, 3, 1, 3]","[array([4, 7, 4, 4, 3, 3]), array([3, 6, 7, 6, 6, 5]), array([5, 5, 5, 7, 6, 6]), array([5, 5, 3, 5, 7, 4]), array([4, 2, 3, 3, 3, 6]), array([2, 1, 2, 2, 1, 4]), array([5, 4, 5, 5, 4, 4]), array([3, 4, 5, 4, 4, 5]), array([4, 5, 4, 5, 4, 4]), array([5, 4, 4, 5, 4, 5])]",Agree,Agree,Agree,Disagree,Yes,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,Would like guidance on practical ways to improve ,"['hardworking', 'conservative', 'helpful']","['delayed', 'cluttered', 'unhelpful', 'lazy', 'liberal']","['delayed', 'cluttered', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Strongly Disagree,Strongly Disagree,Same,Not what I expected },0.8456790123456791,"[0.0, 0.2, 0.38333333333333336, 0.5833333333333334, 1.7666666666666666, 1.8333333333333333, 3.75, 3.8333333333333335, 4.15, 5.283333333333333, 5.583333333333333, 6.066666666666666, 7.266666666666667, 7.95, 8.3, 8.783333333333333, 9.116666666666667, 9.6, 9.95, 10.25, 10.55, 10.6, 11.35, 11.733333333333333, 12.2, 12.533333333333333, 13.4, 13.466666666666667, 13.75, 14.3, 15.1, 15.483333333333333, 15.516666666666667]","['uncaring / caring', 'not confident / confident']","[3, 1]",0.3579299917631361,0.3810836393906748,"['uncaring / caring', 'quiet / talkative']","['selfish / generous', 'unfriendly / friendly', 'boring / fun', 'not understanding / understanding']","[2, 5, 4, 3]"
114,zYI2FSI1 ,14,6,6,35,0,22,Male,Single,"[0, 1, 12, 13, 8, 3]","[1, 0, 1, 0, 0, 1, 1, 0, 2, 2, 1, 1, 2, 1, 0, 1]","[array([5, 7, 5, 4, 4, 5]), array([6, 5, 6, 6, 6, 7]), array([5, 7, 5, 3, 4, 6]), array([5, 7, 5, 3, 6, 6]), array([6, 6, 4, 3, 6, 6]), array([6, 6, 3, 3, 4, 6]), array([4, 4, 3, 3, 5, 4]), array([6, 6, 4, 3, 6, 6]), array([4, 6, 5, 3, 5, 5]), array([5, 6, 4, 4, 6, 6])]",Disagree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Disagree,Yes,Same,No,"['punctual', 'organised', 'opinionated']","['conservative', 'compromising', 'delayed', 'cluttered', 'independent']","['delayed', 'cluttered', 'independent', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Agree,Same,No},1.2469135802469136,"[0.0, 0.06666666666666667, 0.2, 0.26666666666666666, 1.2333333333333334, 1.8833333333333333, 3.5166666666666666, 3.6, 3.683333333333333, 5.516666666666667, 5.7, 6.183333333333334, 6.583333333333333, 6.916666666666667, 7.216666666666667, 7.65, 7.916666666666667, 8.35, 8.616666666666667, 8.95, 9.316666666666666, 9.4, 9.933333333333334, 10.25, 10.633333333333333, 10.883333333333333, 11.416666666666666, 11.45, 11.533333333333333, 11.966666666666667, 12.583333333333334, 13.016666666666667, 13.05]","['quiet / talkative', 'not understanding / understanding']","[3, 1]",0.1494035761667992,0.06052701152436234,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'unambitious / motivated']","['uncaring / caring', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'not confident / confident']","[3, 12, 13, 8]"
115,7zpfkmJA ,15,3,7,40,0,25,Male,Single,"[0, 1, 11, 8, 10, 3]","[2, 1, 3, 3, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 1, 1]","[array([2, 5, 4, 1, 2, 1]), array([5, 6, 4, 3, 4, 3]), array([5, 6, 4, 4, 4, 3]), array([3, 5, 2, 2, 3, 2]), array([2, 5, 1, 1, 2, 2]), array([3, 5, 2, 2, 3, 3]), array([3, 4, 3, 3, 4, 3]), array([6, 7, 5, 5, 5, 5]), array([2, 4, 5, 4, 4, 5]), array([1, 5, 2, 2, 1, 1])]",Strongly Disagree,Strongly Disagree,Disagree,Disagree,No,Disagree,Disagree,Yes,Disagree,Disagree,Yes,Same,This could do with some refinement. ,"['liberal', 'thoughtful', 'helpful']","['conservative', 'serious', 'spontaneous', 'unhelpful', 'teamplayer']","['punctual', 'organised', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Agree,Same,This exercise is better (more incisive) than the previous section. },1.2098765432098766,"[0.0, 0.016666666666666666, 0.15, 0.16666666666666666, 0.9333333333333333, 0.9666666666666667, 2.3, 2.3333333333333335, 2.3833333333333333, 3.05, 3.5, 4.416666666666667, 4.983333333333333, 5.4, 5.716666666666667, 6.133333333333334, 6.4, 8.066666666666666, 8.566666666666666, 9.083333333333334, 10.783333333333333, 10.833333333333334, 11.533333333333333, 12.033333333333333, 12.5, 12.783333333333333, 14.0, 14.016666666666667, 14.333333333333334, 14.783333333333333, 15.383333333333333, 16.133333333333333, 16.183333333333334]","['not understanding / understanding', 'selfish / generous']","[3, 0]",0.7914856906935861,0.4160446270218955,"['unfriendly / friendly', 'boring / fun', 'unambitious / motivated']","['uncaring / caring', 'selfish / generous', 'not understanding / understanding']","[11, 8, 10, 3]"
116,NZl52yhk ,17,10,9,39,0,21,Female,Single,"[0, 1, 2, 3, 7, 9]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[array([6, 7, 6, 6, 5, 6]), array([6, 7, 6, 5, 5, 6]), array([6, 6, 6, 6, 6, 6]), array([6, 6, 6, 6, 6, 6]), array([5, 7, 5, 5, 5, 5]), array([3, 7, 7, 4, 4, 6]), array([5, 5, 5, 5, 5, 5]), array([5, 7, 5, 5, 5, 5]), array([5, 7, 6, 4, 4, 6]), array([5, 5, 5, 5, 4, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,This exercise help me to indentify some characteristics of myself.,"['serious', 'helpful', 'influential']","['unhelpful', 'teamplayer', 'following', 'cluttered', 'playful']","['delayed', 'cluttered', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,Very interesting fundings.},0.5864197530864197,"[0.0, 0.11666666666666667, 0.26666666666666666, 0.35, 2.3, 2.3666666666666667, 10.633333333333333, 11.366666666666667, 11.383333333333333, 12.083333333333334, 12.15, 12.5, 12.733333333333333, 13.0, 13.5, 19.533333333333335, 19.766666666666666, 19.9, 20.083333333333332, 20.3, 20.433333333333334, 20.5, 20.583333333333332, 20.866666666666667, 21.166666666666668, 21.283333333333335, 21.483333333333334, 21.516666666666666, 21.583333333333332, 22.183333333333334, 22.833333333333332, 29.3, 29.35]","['quiet / talkative', 'not understanding / understanding']","[7, 2]",-0.11470786693528096,0.07317508231587835,"['quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated']","['unsuccessful / successful', 'uncaring / caring']","[7, 3]"
117,UYMTPrHk ,14,4,6,39,2,20,Female,Married,"[0, 1, 12, 10, 9, 2]","[3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 2, 2, 3, 1, 3, 2]","[array([5, 7, 4, 6, 3, 6]), array([6, 7, 6, 7, 4, 7]), array([6, 6, 6, 7, 5, 7]), array([6, 6, 6, 6, 4, 6]), array([6, 6, 5, 6, 2, 7]), array([5, 6, 3, 4, 2, 6]), array([3, 6, 2, 4, 3, 3]), array([5, 6, 4, 5, 4, 6]), array([5, 6, 5, 7, 3, 4]), array([5, 6, 6, 7, 1, 6])]",Agree,Agree,Agree,Agree,Yes,Disagree,Disagree,No,Disagree,Disagree,No,Worse,I did not find this a very helpful tool and disagreed with quite a few of the conclusions. ,"['liberal', 'helpful', 'hardworking']","['conservative', 'lazy', 'following', 'unhelpful', 'opinionated']","['punctual', 'organised', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Agree,Same,N/a},1.7037037037037037,"[0.0, 0.55, 0.75, 1.2, 2.466666666666667, 2.6, 6.266666666666667, 6.316666666666666, 6.883333333333334, 7.916666666666667, 8.616666666666667, 9.666666666666666, 10.166666666666666, 10.733333333333333, 11.1, 11.7, 12.483333333333333, 13.283333333333333, 13.933333333333334, 15.95, 17.15, 17.2, 17.816666666666666, 18.183333333333334, 19.0, 20.05, 21.133333333333333, 21.15, 21.683333333333334, 22.583333333333332, 23.183333333333334, 23.566666666666666, 23.65]","['not confident / confident', 'unsuccessful / successful']","[0, 12]",0.1720618004029213,0.20080112893234214,"['unsuccessful / successful', 'stubborn / docile']","['uncaring / caring', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[9, 12, 10, 2]"
118,ktiPuFMj ,21,8,8,27,0,25,Male,Single,"[0, 1, 12, 7, 8, 5]","[2, 1, 2, 2, 2, 0, 2, 2, 2, 3, 1, 1, 1, 2, 3, 3]","[array([4, 7, 4, 5, 3, 4]), array([4, 7, 3, 3, 5, 6]), array([5, 4, 3, 2, 3, 5]), array([4, 7, 3, 3, 3, 6]), array([5, 5, 3, 3, 4, 6]), array([5, 5, 3, 3, 6, 6]), array([5, 5, 3, 3, 5, 6]), array([5, 5, 3, 3, 4, 6]), array([6, 7, 2, 2, 6, 7]), array([6, 7, 4, 4, 3, 7])]",Agree,Agree,Strongly agree,Strongly agree,Yes,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,This experience made me think about how I need to behave towards co workers that I dislike and in tense situations - to be civil and confident in getting to the problem as opposed to being the problem.,"['punctual', 'helpful', 'hardworking']","['delayed', 'lazy', 'playful', 'unhelpful', 'thoughtful']","['delayed', 'organised', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Agree,Better,I understand now why I get defensive about my core principles.},1.9722222222222223,"[0.0, 0.1, 0.2833333333333333, 0.3333333333333333, 1.3, 1.3833333333333333, 2.85, 2.8833333333333333, 4.266666666666667, 4.966666666666667, 6.383333333333334, 7.033333333333333, 8.466666666666667, 8.716666666666667, 9.0, 15.283333333333333, 15.483333333333333, 15.65, 15.766666666666667, 15.85, 15.983333333333333, 16.033333333333335, 16.483333333333334, 16.75, 17.133333333333333, 17.416666666666668, 18.966666666666665, 19.033333333333335, 19.066666666666666, 19.383333333333333, 19.683333333333334, 20.0, 20.05]","['stubborn / docile', 'unfriendly / friendly']","[7, 5]",-0.13835657099402665,0.12341063750884489,"['unsuccessful / successful', 'uncaring / caring', 'unfriendly / friendly']","['selfish / generous', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[12, 7, 8]"
